39, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,40, United-States, <=50K
53, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Local-gov, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
48, Private, Some-college,10, Widowed, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
28, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Taiwan, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college,10, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, <=50K
40, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
55, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,30, United-States, >50K
31, Local-gov, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, <=50K
26, State-gov, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,2463,0,50, India, <=50K
26, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, >50K
21, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,0,1504,30, United-States, <=50K
26, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
19, Self-emp-not-inc, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,63, South, <=50K
26, Private, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
41, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, 11th,7, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
34, Private, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, Germany, >50K
23, Private, Some-college,10, Separated, Other-service, Not-in-family, White, Male,0,2559,40, United-States, >50K
35, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
41, Private, 11th,7, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,25, Guatemala, <=50K
39, Private, Masters,14, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
33, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college,10, Never-married, Exec-managerial, Other-relative, White, Female,0,1504,45, United-States, <=50K
25, Private, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
77, Self-emp-not-inc, 7th-8th,4, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,20, Italy, >50K
33, Private, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
66, Private, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
45, Self-emp-inc, Masters,14, Divorced, Sales, Unmarried, White, Female,25236,0,42, United-States, >50K
28, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,2597,0,40, United-States, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,4386,0,40, United-States, >50K
39, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, >50K
33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad,9, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
62, Private, 7th-8th,4, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,6, Iran, <=50K
23, Local-gov, Some-college,10, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
38, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
29, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
66, Local-gov, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private, 9th,5, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,39, Mexico, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,10, United-States, <=50K
27, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
33, State-gov, Some-college,10, Separated, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
26, Private, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Mexico, <=50K
56, Self-emp-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,27828,0,60, United-States, >50K
46, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
38, Private, Assoc-acdm,12, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
90, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
72, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
20, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
49, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, <=50K
23, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college,10, Married-spouse-absent, Sales, Own-child, Black, Female,0,0,18, United-States, <=50K
57, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4508,0,40, South, <=50K
46, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,55, Jamaica, <=50K
49, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
46, Federal-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,50, United-States, >50K
31, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
18, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, United-States, <=50K
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad,9, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college,10, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Federal-gov, 12th,8, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
52, State-gov, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,70, United-States, >50K
34, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, >50K
28, Private, Assoc-voc,11, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
49, Private, 11th,7, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Jamaica, >50K
31, Private, Some-college,10, Divorced, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
47, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,4386,0,40, United-States, >50K
46, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,5013,0,50, United-States, <=50K
43, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
51, Federal-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,35, United-States, >50K
39, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
58, Private, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
36, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,35, United-States, >50K
19, Private, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,36, United-States, <=50K
26, Private, Assoc-voc,11, Never-married, Prof-specialty, Own-child, Other, Female,0,0,60, Jamaica, <=50K
38, Private, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,25, United-States, >50K
33, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Self-emp-not-inc, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,66, United-States, <=50K
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,14, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
60, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad,9, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,14, United-States, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, United-States, <=50K
36, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,36, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
57, Private, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
24, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
35, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-inc, 11th,7, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,0,0,44, United-States, <=50K
36, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
51, Local-gov, 9th,5, Separated, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Black, Female,5455,0,50, United-States, <=50K
25, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
61, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
40, Private, 12th,8, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Jamaica, <=50K
58, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, >50K
52, Private, HS-grad,9, Married-spouse-absent, Farming-fishing, Other-relative, White, Male,0,0,20, Mexico, <=50K
18, Private, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
27, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,45, United-States, <=50K
63, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, United-States, <=50K
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2051,40, United-States, <=50K
40, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,2174,0,40, United-States, <=50K
31, Private, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,14084,0,50, United-States, >50K
32, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
30, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,72, United-States, <=50K
39, Local-gov, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,1876,40, United-States, <=50K
28, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,35, United-States, <=50K
21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad,9, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
44, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, United-States, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
39, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1974,40, United-States, <=50K
61, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1672,40, United-States, <=50K
31, Private, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Germany, <=50K
39, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,2829,0,90, United-States, <=50K
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
75, Self-emp-not-inc, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Male,0,0,48, United-States, >50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
81, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
54, Self-emp-inc, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Iran, <=50K
54, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Philippines, >50K
41, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
61, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,2580,0,20, United-States, <=50K
24, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
44, Local-gov, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,60, United-States, <=50K
47, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,1590,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
63, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3471,0,40, United-States, <=50K
44, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, >50K
28, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, >50K
71, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
57, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States, <=50K
